"fdeliver_status","price","fpaymentmode","logisticr","cust_rating","shipment_hr","fnotify","fweather","fcust_avail","dist_warehouse","profit_pr","order_date","shipment_date","expected_delivery","remaining","ftracking","consignment_wt","empolyee_number"
"yes",12093,"cash",63,6,98,"yes","good","no",143,10.3867690912276,2018-06-29,2018-07-04,2018-07-09,25,"GPRS",1.90446422901092,401
"yes",10798,"cash",50,94,99,"yes","good","yes",174,5.35165285426335,2018-07-22,2018-07-23,2018-07-31,82,"GPRS",2.53834715006873,409
"yes",4743,"debit",47,78,100,"yes","good","yes",61,5.52538129622982,2018-09-10,2018-09-13,2018-09-18,18,"GPRS",2.80575456409927,400
"yes",14366,"online",30,96,101,"yes","good","yes",193,8.41720270456793,2018-04-05,2018-04-07,2018-04-11,1,"GPRS",4.64605965234113,408
"yes",7410,"cash",52,18,102,"yes","good","yes",182,9.96049603269245,2018-01-22,2018-01-24,2018-02-01,69,"GPRS",2.75139627651796,380
"yes",6631,"cash",48,74,103,"yes","good","no",146,14.3991197531717,2018-11-02,2018-11-04,2018-11-08,10,"GPRS",2.32471442035267,394
"yes",5399,"online",13,28,104,"yes","good","yes",149,11.9056513411912,2018-04-05,2018-04-08,2018-04-14,11,"GPRS",3.0209800690727,407
"yes",14100,"cash",99,16,105,"yes","good","yes",93,10.9245880208289,2018-01-29,2018-01-31,2018-02-06,93,"GPRS",3.09512629934365,370
"yes",2158,"online",64,43,106,"yes","good","yes",51,6.01521568276853,2018-08-25,2018-08-26,2018-08-31,86,"GPRS",2.12574879208729,386
"yes",11770,"debit",65,10,107,"yes","good","yes",3,6.31266718766543,2018-01-20,2018-01-24,2018-01-28,84,"GPRS",2.79236792398763,398
"yes",1358,"online",95,29,108,"yes","good","no",130,10.6257781945683,2018-10-25,2018-10-26,2018-11-02,74,"GPRS",2.01984660409067,378
"yes",9853,"online",62,24,109,"yes","good","yes",191,7.27490756218656,2018-08-07,2018-08-09,2018-08-15,17,"GPRS",2.36332836312637,401
"yes",13116,"cash",42,93,110,"yes","good","no",47,7.77247556004608,2018-01-13,2018-01-17,2018-01-21,71,"GPRS",2.41177798423558,394
"yes",10721,"online",70,38,111,"yes","good","yes",121,6.75788432281413,2018-11-18,2018-11-22,2018-11-24,5,"GPRS",2.64146972747242,377
"yes",9649,"cash",96,81,112,"yes","good","yes",197,11.5279752519072,2018-11-15,2018-11-18,2018-11-25,0,"GPRS",3.07722423421126,410
"yes",7028,"cash",71,15,113,"no","good","no",132,8.82516790424506,2018-02-01,2018-02-05,2018-02-07,96,"GPRS",3.42775252943645,398
"yes",976,"debit",18,78,114,"yes","good","yes",61,9.26054163970748,2018-06-26,2018-07-01,2018-07-02,66,"GPRS",2.35725419506706,389
"yes",5770,"cash",68,26,115,"yes","good","yes",19,9.27732121866785,2018-10-04,2018-10-05,2018-10-12,100,"GPRS",2.82466499956106,377
"yes",6315,"debit",98,31,116,"no","good","no",8,8.75368852435342,2018-10-22,2018-10-25,2018-10-30,77,"GPRS",2.90489882825789,395
"no",7106,"online",67,48,117,"yes","good","yes",30,8.44701528955004,2018-09-10,2018-09-12,2018-09-18,40,"GPRS",4.07670971564843,402
"yes",1866,"debit",50,88,118,"no","good","yes",7,10.9960335269467,2018-11-25,2018-11-29,2018-12-02,62,"RFID",3.25527679423223,371
"yes",12171,"online",10,41,119,"yes","good","yes",98,13.6025766097342,2018-04-23,2018-04-25,2018-05-03,92,"RFID",3.60189583871711,397
"yes",5946,"cash",18,78,120,"yes","good","no",142,14.0610950322878,2018-07-09,2018-07-14,2018-07-18,19,"GPRS",2.66635664414712,401
"yes",12735,"online",52,9,121,"yes","good","no",6,9.37615978911499,2018-08-01,2018-08-05,2018-08-10,18,"GPRS",2.23751447580401,381
"yes",989,"online",68,3,122,"yes","good","yes",81,11.7660133686991,2018-11-30,2018-12-05,2018-12-07,80,"RFID",3.39532835302935,398
"yes",2092,"cash",14,68,123,"yes","good","yes",114,6.47148933766727,2018-08-13,2018-08-15,2018-08-21,44,"GPRS",3.5127147498389,393
"yes",12102,"online",83,66,124,"yes","good","no",36,11.1702905853979,2018-05-29,2018-06-02,2018-06-08,19,"GPRS",2.62628906053875,399
"yes",13689,"online",41,88,125,"yes","good","yes",97,10.3413662165655,2018-03-25,2018-03-29,2018-04-04,82,"GPRS",2.26293529172101,374
"yes",11707,"cash",76,68,126,"no","good","yes",72,7.99092103603072,2018-08-02,2018-08-04,2018-08-09,70,"GPRS",2.87740284421422,406
"yes",12249,"debit",77,9,127,"no","good","no",105,10.4776765782897,2018-04-14,2018-04-15,2018-04-20,17,"GPRS",3.60220392833328,391
"yes",3223,"online",50,52,128,"yes","good","yes",62,13.0197060388016,2018-01-18,2018-01-22,2018-01-25,64,"GPRS",2.90570117025876,395
"yes",8330,"debit",100,68,129,"yes","good","yes",164,11.475849203559,2018-03-12,2018-03-17,2018-03-18,41,"GPRS",2.18604588506094,385
"yes",8463,"online",77,10,130,"yes","good","yes",41,9.85538818320394,2018-05-16,2018-05-19,2018-05-23,4,"GPRS",3.75003843334697,393
"yes",1825,"cash",24,77,131,"yes","good","yes",29,10.338434366929,2018-04-09,2018-04-10,2018-04-16,75,"GPRS",2.73278347100056,388
"yes",13772,"debit",70,9,132,"yes","good","yes",159,9.18160583799064,2018-07-03,2018-07-05,2018-07-10,75,"GPRS",3.39528383416918,400
"yes",12351,"cash",26,37,133,"no","good","no",73,11.779672671595,2018-09-13,2018-09-18,2018-09-21,86,"RFID",1.80344344511242,394
"yes",552,"credit",15,79,134,"yes","bad","yes",36,13.6241020420098,2018-03-30,2018-04-04,2018-04-08,49,"GPRS",1.67804127928085,378
"yes",8256,"online",79,12,135,"yes","good","no",168,14.4402989901376,2018-11-27,2018-12-01,2018-12-07,100,"GPRS",2.76466764918355,402
"yes",12236,"online",84,1,136,"yes","good","no",124,8.81569062212043,2018-11-03,2018-11-08,2018-11-09,81,"GPRS",2.54192186086903,400
"yes",7889,"online",29,8,137,"yes","good","no",21,7.99819294180396,2018-04-24,2018-04-28,2018-05-01,9,"RFID",4.49048722305923,405
"yes",2189,"debit",88,72,138,"yes","good","no",5,11.1836155011505,2018-10-28,2018-10-30,2018-11-06,78,"RFID",3.34476347452611,372
"yes",12207,"online",79,75,139,"yes","good","no",90,11.3997371892641,2018-05-31,2018-06-03,2018-06-10,21,"GPRS",3.53461046140265,377
"yes",9568,"online",67,69,140,"yes","good","yes",95,11.5475555072417,2018-07-18,2018-07-22,2018-07-28,64,"GPRS",1.59297116312394,376
"yes",7534,"cash",81,67,141,"no","good","yes",133,9.16137707867285,2018-01-27,2018-01-29,2018-02-03,98,"GPRS",1.77879549883289,385
"yes",5586,"cash",33,32,142,"yes","good","yes",97,11.3519191136246,2018-08-16,2018-08-17,2018-08-22,80,"GPRS",2.16065172466648,384
"yes",8903,"debit",49,81,143,"yes","good","no",170,4.37512211281643,2018-06-30,2018-07-03,2018-07-10,31,"RFID",4.32722461987078,372
"yes",9965,"debit",67,42,144,"yes","good","no",133,7.46586084721959,2018-08-12,2018-08-15,2018-08-21,44,"GPRS",1.964439021004,409
"yes",3043,"online",81,91,145,"no","bad","yes",173,8.05402195848562,2018-06-09,2018-06-12,2018-06-18,7,"GPRS",4.88661678798881,400
"yes",2310,"credit",63,8,146,"yes","good","no",147,10.7763529208606,2018-01-11,2018-01-13,2018-01-21,50,"RFID",2.77625700767013,377
"no",428,"online",37,98,147,"yes","good","yes",145,9.70678189927662,2018-07-24,2018-07-27,2018-07-31,78,"GPRS",2.77385622033124,376
"yes",6316,"credit",81,16,148,"no","good","yes",62,10.6219519940092,2018-02-20,2018-02-25,2018-02-28,47,"GPRS",4.12521923451985,398
"yes",6819,"cash",28,46,149,"no","good","yes",54,11.3342901287953,2018-01-23,2018-01-27,2018-02-02,95,"GPRS",3.73424454103142,408
"yes",7722,"cash",37,70,150,"yes","good","yes",36,7.87642829484914,2018-05-24,2018-05-28,2018-05-31,92,"RFID",2.53326429066407,391
"yes",14358,"online",32,27,151,"no","good","yes",197,10.985929189654,2018-10-04,2018-10-08,2018-10-14,87,"GPRS",2.62965003159146,389
"yes",757,"online",89,2,152,"yes","good","yes",79,10.1817340543051,2018-04-27,2018-05-02,2018-05-06,29,"GPRS",2.11735892309724,388
"yes",8992,"online",86,59,153,"yes","bad","yes",106,11.2088050910041,2018-06-28,2018-07-02,2018-07-06,69,"RFID",1.79677305888464,401
"yes",1395,"debit",69,54,154,"no","good","no",82,10.1505115593386,2018-10-27,2018-10-29,2018-11-03,70,"GPRS",2.8688243695985,376
"yes",12921,"debit",19,92,155,"yes","good","no",93,11.9527602786623,2018-08-16,2018-08-19,2018-08-23,89,"GPRS",1.86515312497914,387
"yes",14966,"debit",19,91,156,"yes","good","no",192,9.17382431661475,2018-07-29,2018-08-02,2018-08-05,48,"GPRS",3.38653877541709,376
"no",11007,"debit",63,41,157,"yes","good","yes",152,7.90856936604867,2018-06-14,2018-06-17,2018-06-21,41,"GPRS",2.53545409714009,371
"yes",4490,"debit",60,69,158,"yes","good","yes",124,10.4648120349062,2018-09-04,2018-09-08,2018-09-13,21,"GPRS",2.42457235880152,395
"yes",404,"debit",56,76,159,"yes","good","yes",83,13.6689265632019,2018-09-27,2018-09-30,2018-10-03,27,"GPRS",2.38590917605749,403
"yes",8214,"cash",10,17,160,"yes","good","no",194,12.5272475561657,2018-12-08,2018-12-09,2018-12-17,82,"GPRS",3.95917031407848,389
"yes",13826,"online",22,61,161,"yes","good","yes",68,10.3129018600108,2018-01-06,2018-01-09,2018-01-16,46,"GPRS",2.5602856678796,391
"yes",1642,"debit",36,57,162,"yes","good","no",32,8.52416969860671,2018-11-29,2018-12-04,2018-12-09,23,"RFID",2.4946548605767,371
"no",10952,"cash",60,18,163,"yes","good","yes",86,8.55418090903785,2018-07-04,2018-07-05,2018-07-11,12,"GPRS",3.37625771274311,403
"yes",12792,"cash",30,29,164,"yes","good","yes",7,7.6059760475858,2018-07-30,2018-08-03,2018-08-08,42,"GPRS",3.48320507478275,410
"yes",11503,"debit",75,78,165,"yes","good","no",7,12.2626363191691,2018-09-13,2018-09-18,2018-09-22,69,"RFID",3.76489074942061,376
"yes",1604,"online",54,92,166,"no","bad","yes",70,7.81952151450368,2018-07-31,2018-08-03,2018-08-09,58,"RFID",4.19037369479591,371
"yes",11592,"cash",97,42,167,"yes","good","yes",152,13.3818781951163,2018-11-21,2018-11-22,2018-11-27,3,"GPRS",3.22042216089406,395
"yes",8216,"cash",75,2,168,"yes","good","yes",137,8.4017613407395,2018-03-15,2018-03-18,2018-03-25,87,"RFID",2.94626661029678,373
"yes",2251,"debit",72,98,169,"yes","bad","yes",189,9.18542097434873,2018-06-09,2018-06-12,2018-06-16,55,"RFID",2.8287121674549,375
"yes",12444,"debit",30,56,170,"yes","good","yes",179,12.4471784605419,2018-11-03,2018-11-04,2018-11-09,57,"RFID",1.80957312846112,385
"yes",5633,"debit",50,98,171,"yes","good","no",103,9.74453932260973,2018-03-08,2018-03-11,2018-03-14,54,"GPRS",3.74669994266661,374
"yes",6133,"debit",11,55,172,"yes","good","yes",109,12.5048740758692,2018-03-19,2018-03-21,2018-03-28,89,"GPRS",1.38658744381844,390
"yes",11739,"online",84,100,173,"yes","good","yes",44,10.2193423674924,2018-07-03,2018-07-08,2018-07-09,61,"GPRS",5.20096691064644,384
"yes",9336,"debit",69,64,174,"yes","good","no",69,13.9134008899319,2018-08-20,2018-08-24,2018-08-27,58,"GPRS",3.35409165754392,391
"yes",1861,"debit",39,75,175,"yes","bad","yes",85,6.26202702864341,2018-07-27,2018-07-31,2018-08-03,98,"RFID",3.55720019865945,405
"yes",3565,"debit",36,61,176,"yes","good","no",178,11.7992258636803,2018-02-28,2018-03-04,2018-03-06,35,"GPRS",2.93651793571565,401
"yes",11898,"debit",63,1,177,"no","bad","yes",73,9.68695821292644,2018-02-01,2018-02-03,2018-02-09,84,"RFID",4.34227191412747,388
"yes",14476,"cash",66,64,178,"yes","good","yes",154,7.10832866164775,2018-04-13,2018-04-16,2018-04-19,50,"GPRS",3.18341158577267,405
"yes",9589,"cash",99,38,179,"no","good","yes",57,8.05125766928969,2018-04-22,2018-04-26,2018-05-01,12,"GPRS",2.72777348101575,387
"yes",1658,"cash",93,85,180,"yes","good","yes",10,10.3871673869264,2018-07-31,2018-08-03,2018-08-08,52,"RFID",2.76809469349644,388
"yes",11655,"cash",69,91,181,"no","bad","no",173,9.24227451878031,2018-10-27,2018-10-30,2018-11-03,6,"RFID",2.70918869847014,392
"yes",3656,"debit",88,19,182,"yes","good","no",139,9.75484904808551,2018-12-04,2018-12-05,2018-12-12,79,"GPRS",3.03297018542498,374
"no",11111,"debit",61,54,183,"yes","good","yes",34,11.2369848094396,2018-11-15,2018-11-19,2018-11-21,83,"GPRS",2.7914489436459,382
"yes",12197,"debit",89,9,184,"no","good","yes",95,14.4851253532595,2018-01-11,2018-01-16,2018-01-20,43,"RFID",2.9910553920391,385
"no",14319,"debit",92,67,185,"yes","good","yes",176,10.7152763156649,2018-02-21,2018-02-26,2018-02-28,64,"RFID",3.86422661215497,375
"yes",7704,"online",75,78,186,"yes","good","no",99,11.2595352007168,2018-09-05,2018-09-09,2018-09-13,27,"GPRS",2.84063626967904,391
"yes",2922,"online",69,79,187,"yes","good","yes",33,10.0403504364687,2018-04-08,2018-04-12,2018-04-18,50,"GPRS",3.23062598014057,384
"yes",2446,"credit",36,3,188,"yes","good","yes",166,12.2736300689762,2018-04-18,2018-04-20,2018-04-24,84,"RFID",3.39229985241108,383
"no",5610,"cash",47,47,189,"yes","good","no",0,7.20656350939033,2018-09-14,2018-09-19,2018-09-23,72,"GPRS",3.10826160395958,373
"yes",2689,"debit",96,71,190,"yes","good","yes",139,12.9814762631756,2018-01-14,2018-01-15,2018-01-22,39,"RFID",3.26204464111154,378
"yes",12613,"credit",91,12,191,"yes","good","yes",10,10.8596643402273,2018-05-12,2018-05-14,2018-05-18,30,"RFID",1.76669021582241,390
"yes",14004,"online",84,73,192,"yes","good","yes",37,8.29676910361386,2018-08-18,2018-08-23,2018-08-27,83,"RFID",4.45941715849684,371
"yes",2944,"credit",58,42,193,"no","good","yes",68,9.09984290051203,2018-06-03,2018-06-06,2018-06-11,26,"GPRS",3.2542845663068,384
"yes",7900,"debit",48,75,194,"yes","good","yes",155,7.81428673515591,2018-01-05,2018-01-10,2018-01-12,36,"GPRS",1.83658714296929,390
"yes",10992,"cash",32,76,195,"yes","good","yes",174,12.5990762055087,2018-03-14,2018-03-15,2018-03-23,30,"GPRS",3.23051245170772,385
"yes",10829,"debit",65,53,196,"yes","good","yes",83,8.91604138313364,2018-03-31,2018-04-03,2018-04-06,88,"GPRS",2.76641807023655,380
"yes",6403,"online",36,62,24,"yes","bad","yes",194,9.01302343957081,2018-05-05,2018-05-08,2018-05-15,40,"GPRS",2.36577184882579,387
"yes",3956,"online",81,56,25,"no","good","yes",160,12.0321806001101,2018-04-23,2018-04-25,2018-05-02,26,"GPRS",3.25394501948349,371
"yes",800,"online",10,77,26,"yes","good","yes",117,12.0655740663612,2018-10-26,2018-10-29,2018-11-05,83,"GPRS",2.73520908008867,382
"yes",5763,"online",37,42,27,"no","good","yes",125,14.0861446471381,2018-10-24,2018-10-27,2018-10-30,77,"GPRS",3.52514351597689,375
"yes",6321,"debit",86,21,28,"yes","good","yes",96,9.70848525216223,2018-01-24,2018-01-28,2018-01-31,10,"GPRS",2.86990328009165,393
"no",5874,"cash",27,39,29,"yes","good","yes",143,9.40790399236956,2018-03-03,2018-03-04,2018-03-10,8,"RFID",2.93735755347799,410
"yes",3113,"debit",81,52,30,"yes","good","yes",185,8.38458645715938,2018-04-13,2018-04-18,2018-04-23,20,"GPRS",4.29584345136675,379
"yes",7285,"cash",70,55,31,"no","bad","yes",191,9.03318303330352,2018-04-05,2018-04-09,2018-04-12,10,"GPRS",3.18657308693708,381
"yes",4199,"cash",67,74,32,"yes","good","yes",174,7.12243304450349,2018-01-13,2018-01-14,2018-01-22,48,"GPRS",3.07876615051512,374
"yes",6601,"online",39,98,33,"yes","good","yes",16,6.93917255360419,2018-05-24,2018-05-29,2018-05-30,7,"GPRS",2.89205393248418,404
"yes",11268,"cash",27,70,34,"yes","good","no",128,9.45278242071143,2018-04-22,2018-04-24,2018-04-28,27,"GPRS",3.06681485605126,408
"yes",4588,"debit",26,98,35,"yes","good","yes",68,10.8156342437026,2018-08-16,2018-08-17,2018-08-26,68,"RFID",2.33696014707899,391
"yes",7034,"online",95,94,36,"yes","good","yes",82,16.5155773292948,2018-05-12,2018-05-15,2018-05-21,69,"GPRS",3.79017735846856,381
"yes",1832,"debit",53,26,37,"yes","good","no",24,10.9468111864041,2018-05-11,2018-05-15,2018-05-21,47,"GPRS",2.91487283930376,388
"yes",670,"debit",26,24,38,"yes","good","yes",184,10.1510301914519,2018-11-26,2018-11-29,2018-12-02,13,"RFID",2.40540726877874,386
"yes",532,"cash",65,95,39,"yes","good","yes",19,8.98795675538313,2018-07-05,2018-07-08,2018-07-13,73,"GPRS",2.23985645951603,397
"yes",4336,"credit",56,47,40,"yes","good","no",132,7.9229110568297,2018-06-26,2018-06-30,2018-07-05,41,"GPRS",3.23693606664146,405
"yes",1619,"online",83,55,41,"no","good","yes",118,11.1144793139292,2018-11-02,2018-11-06,2018-11-10,0,"RFID",4.38643000885745,372
"yes",2424,"credit",49,78,42,"yes","good","yes",69,10.685523997728,2018-11-24,2018-11-25,2018-12-03,72,"GPRS",2.63316534935422,371
"yes",5861,"debit",60,60,43,"yes","good","no",16,9.48359568494309,2018-12-02,2018-12-06,2018-12-08,75,"RFID",3.84368716172442,403
"yes",4333,"debit",19,1,44,"no","good","yes",68,14.3254046219224,2018-08-30,2018-09-03,2018-09-08,86,"RFID",2.11098825188758,399
"yes",2641,"cash",46,25,45,"yes","good","no",97,8.66007312225833,2018-02-10,2018-02-15,2018-02-20,96,"GPRS",3.50589616249698,375
"yes",7320,"debit",77,72,46,"yes","good","yes",114,11.4304140416136,2018-11-06,2018-11-08,2018-11-12,63,"GPRS",2.89874806543393,373
"yes",9398,"cash",33,2,47,"no","bad","no",93,6.81505623060686,2018-06-04,2018-06-05,2018-06-13,17,"GPRS",2.66934394344319,394
"yes",14292,"online",96,61,48,"yes","good","yes",89,7.00110639080822,2018-04-02,2018-04-03,2018-04-12,36,"GPRS",3.05701873844798,410
"yes",8977,"cash",11,79,49,"yes","good","yes",58,9.73521057160123,2018-08-25,2018-08-26,2018-09-04,0,"GPRS",1.40510147218426,373
"yes",12015,"online",42,65,50,"yes","good","no",6,5.65386651569022,2018-07-08,2018-07-13,2018-07-17,83,"RFID",2.94363549078007,394
"yes",7669,"debit",97,4,51,"yes","good","yes",79,9.41313350224365,2018-08-01,2018-08-04,2018-08-11,55,"RFID",3.15687494865066,390
"yes",14424,"online",85,44,52,"no","good","yes",168,13.25571036616,2018-01-01,2018-01-02,2018-01-07,32,"GPRS",2.53149476778422,401
"yes",1473,"debit",68,96,53,"yes","good","yes",100,11.1422994559731,2018-10-04,2018-10-06,2018-10-13,1,"RFID",3.10777423745007,405
"yes",3908,"debit",12,10,54,"yes","good","yes",159,5.93957943122384,2018-08-01,2018-08-02,2018-08-09,79,"GPRS",3.53825337063868,371
"yes",14341,"credit",24,100,55,"no","good","no",6,8.38824947291043,2018-05-04,2018-05-07,2018-05-12,6,"GPRS",3.70827164275116,406
"yes",7354,"cash",57,43,56,"no","good","yes",66,12.359105951222,2018-06-15,2018-06-20,2018-06-22,92,"RFID",3.45271164586592,375
"yes",7248,"cash",11,58,57,"yes","good","yes",86,12.8303241732754,2018-06-21,2018-06-23,2018-06-30,54,"RFID",4.72055439487786,376
"yes",9639,"debit",15,30,58,"yes","good","no",51,14.1632099031236,2018-07-28,2018-08-02,2018-08-05,82,"RFID",3.36926023506199,389
"yes",14420,"debit",15,52,59,"yes","good","no",8,9.26671516952434,2018-03-19,2018-03-20,2018-03-26,45,"GPRS",4.70005737245039,408
"yes",5084,"debit",95,73,60,"yes","good","no",125,6.54526625555133,2018-09-25,2018-09-29,2018-10-01,6,"GPRS",2.13629637559223,380
"yes",6636,"online",58,17,61,"yes","bad","yes",90,8.70301127090329,2018-11-25,2018-11-28,2018-12-04,69,"GPRS",1.37532868240648,402
"yes",6908,"online",84,11,62,"yes","good","yes",110,9.79989869454385,2018-05-25,2018-05-30,2018-05-31,17,"GPRS",1.57784081432909,375
"yes",11349,"online",72,38,63,"no","bad","yes",163,7.7706549746773,2018-04-02,2018-04-03,2018-04-12,38,"GPRS",2.91584714899358,390
"yes",7004,"cash",93,86,64,"yes","good","no",60,9.81753030683124,2018-10-23,2018-10-25,2018-10-31,14,"RFID",1.93292498635332,389
"yes",13766,"cash",87,16,65,"yes","good","no",57,11.1371995085865,2018-03-19,2018-03-22,2018-03-25,91,"GPRS",2.92071383737573,389
"yes",5369,"online",15,64,66,"yes","good","no",110,5.39242809926222,2018-03-23,2018-03-26,2018-03-31,82,"GPRS",2.83675013732467,404
"yes",1256,"online",72,16,67,"yes","good","yes",57,11.1943693898101,2018-10-30,2018-11-04,2018-11-08,28,"GPRS",3.75775798856847,391
"yes",13724,"cash",88,61,68,"yes","good","yes",64,9.72350875884501,2018-07-13,2018-07-18,2018-07-20,7,"RFID",3.91705973497957,372
"yes",9203,"cash",89,59,69,"yes","good","yes",23,8.0686304774731,2018-01-06,2018-01-10,2018-01-12,95,"GPRS",2.76916619643608,385
"yes",10401,"cash",40,81,70,"yes","good","no",67,7.53990620992704,2018-07-23,2018-07-27,2018-07-30,88,"GPRS",2.79882266363757,408
"yes",1155,"cash",25,26,71,"yes","good","no",91,8.41181831681982,2018-09-12,2018-09-13,2018-09-20,22,"RFID",3.05910954964635,400
"yes",12192,"debit",64,24,72,"yes","bad","yes",64,12.9121683741232,2018-03-09,2018-03-13,2018-03-18,100,"RFID",3.70339150126314,398
"yes",6225,"cash",66,68,73,"yes","good","no",139,8.04477744728121,2018-04-24,2018-04-29,2018-04-30,83,"GPRS",3.55768353653828,383
"yes",2210,"cash",62,64,74,"yes","good","no",163,8.5055116164351,2018-05-28,2018-06-01,2018-06-06,88,"GPRS",3.5607235962328,397
"yes",14347,"cash",12,27,75,"yes","good","yes",113,8.62356883301811,2018-04-13,2018-04-14,2018-04-20,88,"GPRS",3.68987332165473,399
"yes",283,"online",49,99,76,"yes","good","no",69,11.0038482853623,2018-01-30,2018-02-03,2018-02-06,76,"GPRS",3.16514255207354,394
